iid,id,gender,idg,condtn,wave,round,position,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,race,imprace,imprelig,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met
338,7.0,1,14,1,13,10,3,5,5,326.0,1,0.48,0,36.0,1.0,15.0,15.0,15.0,20.0,20.0,15.0,1,7.0,10.0,9.0,8.0,0.0,6.0,7.0,7.0,2.0,27.0,5.0,6.0,1.0,1.0,1.0,4.0,2.0,7.0,4.0,2.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,4.0,10.0,10.0,7.0,7.0,5.0,10.0,2.0,10.0,20.0,25.0,20.0,20.0,5.0,25.0,10.0,20.0,25.0,10.0,10.0,7.0,9.0,7.0,9.0,10.0,1,5.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,0.0
338,7.0,1,14,1,13,10,9,1,6,327.0,0,0.75,0,29.0,2.0,15.0,10.0,20.0,20.0,20.0,15.0,0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,3.0,2.0,27.0,5.0,6.0,1.0,1.0,1.0,4.0,2.0,7.0,4.0,2.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,4.0,10.0,10.0,7.0,7.0,5.0,10.0,2.0,10.0,20.0,25.0,20.0,20.0,5.0,25.0,10.0,20.0,25.0,10.0,10.0,7.0,9.0,7.0,9.0,10.0,1,8.0,8.0,8.0,7.0,8.0,7.0,6.0,7.0,0.0
338,7.0,1,14,1,13,10,2,4,7,328.0,0,0.65,0,30.0,2.0,22.0,12.0,30.0,25.0,10.0,1.0,0,5.0,7.0,7.0,5.0,10.0,5.0,5.0,5.0,2.0,27.0,5.0,6.0,1.0,1.0,1.0,4.0,2.0,7.0,4.0,2.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,4.0,10.0,10.0,7.0,7.0,5.0,10.0,2.0,10.0,20.0,25.0,20.0,20.0,5.0,25.0,10.0,20.0,25.0,10.0,10.0,7.0,9.0,7.0,9.0,10.0,1,8.0,8.0,8.0,8.0,7.0,7.0,7.0,5.0,0.0
338,7.0,1,14,1,13,10,10,2,8,329.0,0,0.72,0,29.0,2.0,15.0,22.0,22.0,16.0,15.0,10.0,0,3.0,7.0,8.0,6.0,8.0,2.0,4.0,2.0,2.0,27.0,5.0,6.0,1.0,1.0,1.0,4.0,2.0,7.0,4.0,2.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,4.0,10.0,10.0,7.0,7.0,5.0,10.0,2.0,10.0,20.0,25.0,20.0,20.0,5.0,25.0,10.0,20.0,25.0,10.0,10.0,7.0,9.0,7.0,9.0,10.0,1,6.0,8.0,7.0,6.0,7.0,6.0,7.0,6.0,0.0
338,7.0,1,14,1,13,10,7,9,9,330.0,0,-0.35,0,22.0,4.0,15.0,25.0,15.0,20.0,10.0,15.0,0,4.0,9.0,8.0,6.0,8.0,2.0,5.0,9.0,2.0,27.0,5.0,6.0,1.0,1.0,1.0,4.0,2.0,7.0,4.0,2.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,4.0,10.0,10.0,7.0,7.0,5.0,10.0,2.0,10.0,20.0,25.0,20.0,20.0,5.0,25.0,10.0,20.0,25.0,10.0,10.0,7.0,9.0,7.0,9.0,10.0,1,7.0,7.0,8.0,7.0,9.0,6.0,7.0,5.0,0.0
338,7.0,1,14,1,13,10,8,10,10,331.0,0,0.43,0,34.0,2.0,15.0,15.0,10.0,25.0,10.0,25.0,0,4.0,8.0,7.0,4.0,7.0,3.0,3.0,2.0,2.0,27.0,5.0,6.0,1.0,1.0,1.0,4.0,2.0,7.0,4.0,2.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,4.0,10.0,10.0,7.0,7.0,5.0,10.0,2.0,10.0,20.0,25.0,20.0,20.0,5.0,25.0,10.0,20.0,25.0,10.0,10.0,7.0,9.0,7.0,9.0,10.0,1,6.0,5.0,7.0,5.0,7.0,6.0,6.0,5.0,0.0
341,1.0,0,1,2,14,18,5,2,1,361.0,0,0.71,0,34.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,0,7.0,8.0,9.0,7.0,7.0,1.0,7.0,5.0,2.0,23.0,13.0,4.0,3.0,10.0,1.0,6.0,1.0,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,0,4.0,3.0,6.0,3.0,6.0,1.0,5.0,4.0,0.0
341,1.0,0,1,2,14,18,5,14,2,362.0,0,0.49,0,30.0,2.0,20.51,14.53,24.79,17.09,5.98,17.09,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,23.0,13.0,4.0,3.0,10.0,1.0,6.0,1.0,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,0,6.0,4.0,6.0,8.0,8.0,8.0,5.0,6.0,0.0
341,1.0,0,1,2,14,18,5,11,3,363.0,0,0.21,1,23.0,4.0,25.0,20.0,20.0,20.0,5.0,10.0,1,6.0,7.0,7.0,6.0,5.0,5.0,7.0,6.0,2.0,23.0,13.0,4.0,3.0,10.0,1.0,6.0,1.0,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,0,4.0,10.0,8.0,8.0,8.0,4.0,6.0,8.0,0.0
341,1.0,0,1,2,14,18,5,13,4,364.0,0,-0.21,0,27.0,3.0,25.0,25.0,25.0,15.0,10.0,0.0,1,8.0,9.0,8.0,9.0,8.0,8.0,8.0,6.0,2.0,23.0,13.0,4.0,3.0,10.0,1.0,6.0,1.0,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,0,6.0,10.0,8.0,8.0,8.0,4.0,6.0,8.0,0.0
341,1.0,0,1,2,14,18,5,9,5,365.0,0,0.45,0,30.0,2.0,31.58,10.53,15.79,21.05,10.53,10.53,1,6.0,7.0,7.0,8.0,6.0,8.0,8.0,5.0,2.0,23.0,13.0,4.0,3.0,10.0,1.0,6.0,1.0,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,0,7.0,7.0,8.0,7.0,10.0,6.0,6.0,4.0,0.0
341,1.0,0,1,2,14,18,5,12,6,366.0,1,0.55,0,27.0,2.0,14.0,18.0,17.0,16.0,15.0,20.0,1,9.0,8.0,8.0,8.0,7.0,9.0,9.0,8.0,2.0,23.0,13.0,4.0,3.0,10.0,1.0,6.0,1.0,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,1,8.0,8.0,10.0,8.0,10.0,10.0,8.0,8.0,0.0
341,1.0,0,1,2,14,18,5,5,7,367.0,0,-0.16,0,27.0,2.0,30.0,15.0,20.0,25.0,5.0,5.0,0,6.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,2.0,23.0,13.0,4.0,3.0,10.0,1.0,6.0,1.0,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,1,6.0,10.0,10.0,9.0,8.0,7.0,8.0,8.0,0.0
341,1.0,0,1,2,14,18,5,3,8,368.0,1,0.56,0,24.0,6.0,20.0,10.0,25.0,20.0,10.0,15.0,1,8.0,7.0,8.0,8.0,7.0,8.0,7.0,6.0,2.0,23.0,13.0,4.0,3.0,10.0,1.0,6.0,1.0,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,1,2.0,8.0,8.0,8.0,7.0,6.0,6.0,6.0,0.0
341,1.0,0,1,2,14,18,5,1,10,370.0,0,-0.14,0,28.0,2.0,50.0,10.0,10.0,10.0,10.0,10.0,0,6.0,9.0,7.0,7.0,5.0,3.0,5.0,4.0,2.0,23.0,13.0,4.0,3.0,10.0,1.0,6.0,1.0,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,2.0,0.0
341,1.0,0,1,2,14,18,5,4,11,371.0,1,-0.23,0,27.0,2.0,40.0,0.0,10.0,50.0,0.0,0.0,1,8.0,7.0,7.0,7.0,4.0,5.0,8.0,10.0,2.0,23.0,13.0,4.0,3.0,10.0,1.0,6.0,1.0,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,1,6.0,5.0,6.0,5.0,6.0,5.0,5.0,3.0,0.0
341,1.0,0,1,2,14,18,5,18,13,373.0,0,-0.13,0,29.0,3.0,75.0,5.0,5.0,10.0,0.0,5.0,0,8.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,2.0,23.0,13.0,4.0,3.0,10.0,1.0,6.0,1.0,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,0.0
341,1.0,0,1,2,14,18,5,10,14,374.0,0,-0.15,1,30.0,4.0,50.0,10.0,10.0,10.0,5.0,15.0,0,7.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,2.0,23.0,13.0,4.0,3.0,10.0,1.0,6.0,1.0,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,0,6.0,10.0,9.0,8.0,8.0,6.0,8.0,8.0,0.0
341,1.0,0,1,2,14,18,5,6,15,375.0,0,-0.13,0,27.0,2.0,30.0,20.0,15.0,15.0,8.0,12.0,0,4.0,7.0,7.0,7.0,5.0,3.0,5.0,6.0,2.0,23.0,13.0,4.0,3.0,10.0,1.0,6.0,1.0,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,1,10.0,9.0,9.0,8.0,7.0,6.0,7.0,7.0,0.0
341,1.0,0,1,2,14,18,5,8,16,376.0,0,0.5,1,25.0,4.0,30.0,10.0,15.0,20.0,15.0,10.0,0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,23.0,13.0,4.0,3.0,10.0,1.0,6.0,1.0,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,0,8.0,8.0,10.0,7.0,10.0,6.0,5.0,6.0,0.0
341,1.0,0,1,2,14,18,5,15,17,377.0,0,-0.23,1,26.0,4.0,25.0,20.0,10.0,20.0,15.0,10.0,0,8.0,8.0,8.0,8.0,7.0,6.0,5.0,5.0,2.0,23.0,13.0,4.0,3.0,10.0,1.0,6.0,1.0,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,0.0
341,1.0,0,1,2,14,18,5,16,18,378.0,0,-0.2,0,29.0,2.0,25.0,15.0,20.0,20.0,10.0,10.0,0,6.0,7.0,6.0,5.0,10.0,4.0,6.0,5.0,2.0,23.0,13.0,4.0,3.0,10.0,1.0,6.0,1.0,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,0.0
342,2.0,0,3,2,14,18,2,10,4,364.0,0,0.0,1,27.0,3.0,25.0,25.0,25.0,15.0,10.0,0.0,0,6.0,7.0,7.0,9.0,8.0,7.0,6.0,5.0,2.0,33.0,9.0,3.0,2.0,1.0,1.0,6.0,3.0,2.0,3.0,4.0,4.0,10.0,9.0,10.0,1.0,1.0,8.0,7.0,10.0,8.0,10.0,1.0,4.0,10.0,4.0,2.0,40.0,15.0,25.0,5.0,15.0,0.0,70.0,5.0,5.0,15.0,5.0,0.0,10.0,10.0,10.0,10.0,10.0,0,5.0,6.0,7.0,6.0,7.0,0.0,5.0,5.0,0.0
342,2.0,0,3,2,14,18,2,16,10,370.0,0,-0.07,0,28.0,2.0,50.0,10.0,10.0,10.0,10.0,10.0,0,5.0,5.0,6.0,4.0,3.0,3.0,3.0,2.0,2.0,33.0,9.0,3.0,2.0,1.0,1.0,6.0,3.0,2.0,3.0,4.0,4.0,10.0,9.0,10.0,1.0,1.0,8.0,7.0,10.0,8.0,10.0,1.0,4.0,10.0,4.0,2.0,40.0,15.0,25.0,5.0,15.0,0.0,70.0,5.0,5.0,15.0,5.0,0.0,10.0,10.0,10.0,10.0,10.0,1,8.0,8.0,9.0,8.0,7.0,8.0,8.0,5.0,0.0
343,3.0,0,5,2,14,18,8,14,3,363.0,0,0.06,0,23.0,4.0,25.0,20.0,20.0,20.0,5.0,10.0,0,4.0,7.0,7.0,6.0,8.0,4.0,5.0,4.0,2.0,32.0,10.0,2.0,5.0,6.0,3.0,2.0,1.0,4.0,6.0,3.0,3.0,10.0,10.0,10.0,8.0,2.0,3.0,5.0,4.0,8.0,9.0,9.0,9.0,9.0,7.0,5.0,5.0,25.0,20.0,10.0,15.0,25.0,30.0,15.0,7.0,20.0,8.0,20.0,4.0,8.0,6.0,10.0,7.0,0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,3.0,0.0
343,3.0,0,5,2,14,18,8,16,4,364.0,0,-0.04,0,27.0,3.0,25.0,25.0,25.0,15.0,10.0,0.0,0,3.0,9.0,8.0,6.0,8.0,6.0,4.0,5.0,2.0,32.0,10.0,2.0,5.0,6.0,3.0,2.0,1.0,4.0,6.0,3.0,3.0,10.0,10.0,10.0,8.0,2.0,3.0,5.0,4.0,8.0,9.0,9.0,9.0,9.0,7.0,5.0,5.0,25.0,20.0,10.0,15.0,25.0,30.0,15.0,7.0,20.0,8.0,20.0,4.0,8.0,6.0,10.0,7.0,0,5.0,8.0,7.0,6.0,7.0,5.0,7.0,3.0,0.0
343,3.0,0,5,2,14,18,8,8,7,367.0,0,-0.15,1,27.0,2.0,30.0,15.0,20.0,25.0,5.0,5.0,0,3.0,6.0,6.0,4.0,6.0,9.0,4.0,6.0,2.0,32.0,10.0,2.0,5.0,6.0,3.0,2.0,1.0,4.0,6.0,3.0,3.0,10.0,10.0,10.0,8.0,2.0,3.0,5.0,4.0,8.0,9.0,9.0,9.0,9.0,7.0,5.0,5.0,25.0,20.0,10.0,15.0,25.0,30.0,15.0,7.0,20.0,8.0,20.0,4.0,8.0,6.0,10.0,7.0,1,8.0,8.0,8.0,8.0,9.0,9.0,7.0,6.0,0.0
343,3.0,0,5,2,14,18,8,4,10,370.0,0,0.06,1,28.0,2.0,50.0,10.0,10.0,10.0,10.0,10.0,0,3.0,6.0,7.0,2.0,6.0,1.0,3.0,4.0,2.0,32.0,10.0,2.0,5.0,6.0,3.0,2.0,1.0,4.0,6.0,3.0,3.0,10.0,10.0,10.0,8.0,2.0,3.0,5.0,4.0,8.0,9.0,9.0,9.0,9.0,7.0,5.0,5.0,25.0,20.0,10.0,15.0,25.0,30.0,15.0,7.0,20.0,8.0,20.0,4.0,8.0,6.0,10.0,7.0,1,7.0,7.0,7.0,7.0,8.0,6.0,7.0,6.0,0.0
343,3.0,0,5,2,14,18,8,2,12,372.0,0,0.28,1,27.0,2.0,30.0,15.0,15.0,20.0,5.0,15.0,0,5.0,9.0,9.0,5.0,6.0,0.0,5.0,6.0,2.0,32.0,10.0,2.0,5.0,6.0,3.0,2.0,1.0,4.0,6.0,3.0,3.0,10.0,10.0,10.0,8.0,2.0,3.0,5.0,4.0,8.0,9.0,9.0,9.0,9.0,7.0,5.0,5.0,25.0,20.0,10.0,15.0,25.0,30.0,15.0,7.0,20.0,8.0,20.0,4.0,8.0,6.0,10.0,7.0,1,8.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,0.0
343,3.0,0,5,2,14,18,8,11,16,376.0,0,0.48,0,25.0,4.0,30.0,10.0,15.0,20.0,15.0,10.0,0,5.0,9.0,7.0,5.0,9.0,4.0,4.0,4.0,2.0,32.0,10.0,2.0,5.0,6.0,3.0,2.0,1.0,4.0,6.0,3.0,3.0,10.0,10.0,10.0,8.0,2.0,3.0,5.0,4.0,8.0,9.0,9.0,9.0,9.0,7.0,5.0,5.0,25.0,20.0,10.0,15.0,25.0,30.0,15.0,7.0,20.0,8.0,20.0,4.0,8.0,6.0,10.0,7.0,0,8.0,8.0,8.0,6.0,8.0,5.0,8.0,3.0,0.0
344,4.0,0,7,2,14,18,9,6,1,361.0,0,0.09,0,34.0,2.0,30.0,20.0,30.0,5.0,5.0,10.0,0,9.0,9.0,10.0,9.0,10.0,9.0,8.0,8.0,2.0,26.0,13.0,3.0,1.0,3.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,30.0,10.0,10.0,20.0,10.0,20.0,7.0,7.0,8.0,8.0,9.0,1,6.0,9.0,9.0,8.0,9.0,7.0,8.0,9.0,0.0
344,4.0,0,7,2,14,18,9,15,3,363.0,0,-0.11,0,23.0,4.0,25.0,20.0,20.0,20.0,5.0,10.0,0,6.0,7.0,7.0,6.0,8.0,5.0,6.0,4.0,2.0,26.0,13.0,3.0,1.0,3.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,30.0,10.0,10.0,20.0,10.0,20.0,7.0,7.0,8.0,8.0,9.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0
344,4.0,0,7,2,14,18,9,17,4,364.0,1,-0.04,1,27.0,3.0,25.0,25.0,25.0,15.0,10.0,0.0,1,8.0,7.0,8.0,10.0,8.0,9.0,8.0,6.0,2.0,26.0,13.0,3.0,1.0,3.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,30.0,10.0,10.0,20.0,10.0,20.0,7.0,7.0,8.0,8.0,9.0,1,9.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,0.0
344,4.0,0,7,2,14,18,9,13,5,365.0,0,0.32,0,30.0,2.0,31.58,10.53,15.79,21.05,10.53,10.53,1,8.0,6.0,7.0,7.0,7.0,6.0,7.0,5.0,2.0,26.0,13.0,3.0,1.0,3.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,30.0,10.0,10.0,20.0,10.0,20.0,7.0,7.0,8.0,8.0,9.0,0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,0.0
344,4.0,0,7,2,14,18,9,16,6,366.0,1,0.36,0,27.0,2.0,14.0,18.0,17.0,16.0,15.0,20.0,1,8.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,2.0,26.0,13.0,3.0,1.0,3.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,30.0,10.0,10.0,20.0,10.0,20.0,7.0,7.0,8.0,8.0,9.0,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0
344,4.0,0,7,2,14,18,9,9,7,367.0,0,0.23,0,27.0,2.0,30.0,15.0,20.0,25.0,5.0,5.0,0,5.0,5.0,6.0,5.0,6.0,7.0,5.0,4.0,2.0,26.0,13.0,3.0,1.0,3.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,30.0,10.0,10.0,20.0,10.0,20.0,7.0,7.0,8.0,8.0,9.0,1,7.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,0.0
344,4.0,0,7,2,14,18,9,7,8,368.0,0,0.17,0,24.0,6.0,20.0,10.0,25.0,20.0,10.0,15.0,1,7.0,8.0,8.0,8.0,8.0,8.0,6.5,6.0,2.0,26.0,13.0,3.0,1.0,3.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,30.0,10.0,10.0,20.0,10.0,20.0,7.0,7.0,8.0,8.0,9.0,0,6.0,7.0,7.0,8.0,6.0,8.0,6.0,6.0,0.0
344,4.0,0,7,2,14,18,9,11,9,369.0,1,-0.06,0,25.0,2.0,17.0,18.0,28.0,27.0,5.0,5.0,1,10.0,8.0,9.0,10.0,9.0,6.0,8.0,5.0,2.0,26.0,13.0,3.0,1.0,3.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,30.0,10.0,10.0,20.0,10.0,20.0,7.0,7.0,8.0,8.0,9.0,1,6.0,6.0,7.0,9.0,8.0,9.0,7.0,9.0,0.0
344,4.0,0,7,2,14,18,9,5,10,370.0,0,0.22,0,28.0,2.0,50.0,10.0,10.0,10.0,10.0,10.0,0,6.0,6.0,8.0,5.0,7.0,6.0,5.0,4.0,2.0,26.0,13.0,3.0,1.0,3.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,30.0,10.0,10.0,20.0,10.0,20.0,7.0,7.0,8.0,8.0,9.0,1,9.0,8.0,8.0,7.0,9.0,9.0,8.0,7.0,0.0
344,4.0,0,7,2,14,18,9,8,11,371.0,0,0.33,0,27.0,2.0,40.0,0.0,10.0,50.0,0.0,0.0,0,4.0,8.0,7.0,3.0,7.0,5.0,5.0,10.0,2.0,26.0,13.0,3.0,1.0,3.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,30.0,10.0,10.0,20.0,10.0,20.0,7.0,7.0,8.0,8.0,9.0,1,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,0.0
344,4.0,0,7,2,14,18,9,10,15,375.0,0,0.47,0,27.0,2.0,30.0,20.0,15.0,15.0,8.0,12.0,0,3.0,5.0,7.0,5.0,7.0,5.0,5.0,7.0,2.0,26.0,13.0,3.0,1.0,3.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,30.0,10.0,10.0,20.0,10.0,20.0,7.0,7.0,8.0,8.0,9.0,1,8.0,6.0,6.0,6.0,6.0,9.0,8.0,8.0,0.0
344,4.0,0,7,2,14,18,9,12,16,376.0,0,-0.06,0,25.0,4.0,30.0,10.0,15.0,20.0,15.0,10.0,0,7.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,26.0,13.0,3.0,1.0,3.0,3.0,4.0,3.0,9.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,15.0,15.0,15.0,20.0,20.0,15.0,30.0,10.0,10.0,20.0,10.0,20.0,7.0,7.0,8.0,8.0,9.0,1,6.0,6.0,9.0,9.0,9.0,8.0,8.0,8.0,0.0
